variant,split,val_size,field_mode,direction,reference,baseline_objective,neural_objective,baseline_gap_pct,neural_gap_pct,winner,urs_objective,urs_gap_pct,neural_vs_urs,neural_beats_urs,urs_neural_ties,urs_beats_neural,neural_improvement_pct,baseline_seconds,neural_seconds,neural_net_evals_mean,neural_net_evals_total,neural_model_seconds,neural_decoder_seconds
aocvrpbpl,heldout,8,dynamic,minimize,1.8487187623977661,1.86089226603508,1.8608365654945374,0.6584832633777652,0.6554703367133352,neural,,,,,,,0.0029932168325510424,8.949124874547124,13.239481491502374,10.375,83,1.1166306682862341,11.940503347665071
mdcvrpltw,heldout,8,dynamic,minimize,16.523956298828125,17.078065395355225,16.966866970062256,3.3533682037539454,2.6804154115654613,neural,,,,,,,0.6511183949630017,14.336681817192584,17.85068484628573,10.5,84,1.149179651401937,16.49588804738596
mdcvrpbtw,heldout,8,dynamic,minimize,15.974532127380371,17.253429293632507,17.275696277618408,8.005850537932844,8.145241061601046,baseline,,,,,,,-0.12905830839158833,12.996049407869577,14.270519203040749,9.375,75,1.0878019537776709,13.04343707114458
mdcvrpbpl,heldout,8,dynamic,minimize,11.856067657470703,12.258350372314453,12.202193140983582,3.393053468198328,2.919395313122889,neural,,,,,,,0.4581140987591852,10.133383364416659,12.945033548399806,9.625,77,1.1041835080832243,11.64822647953406
mdocvrptw,seen,8,dynamic,minimize,10.151544570922852,10.573400259017944,10.5038081407547,4.155581302410052,3.470048989794513,neural,,,,,,,0.6581810634085306,10.603030538186431,12.446545503567904,8.75,70,0.9884004984050989,11.314126968383789
mdocvrpbl,heldout,8,dynamic,minimize,7.678691864013672,7.705194711685181,7.694728434085846,0.34514795151130967,0.208845078773505,neural,,,,,,,0.13583404431639168,11.31372573133558,13.353801045566797,7.625,61,0.8688270910643041,12.32805081224069
mdocvrpbp,heldout,8,dynamic,minimize,8.729984283447266,8.944079637527466,8.916890263557434,2.452413969245532,2.140965825844118,neural,,,,,,,0.30399297716392054,8.773045327980071,9.845414754003286,8.875,71,1.0088761313818395,8.692150651477277
amdcvrptw,heldout,8,dynamic,minimize,3.3776588439941406,3.4240520894527435,3.3637183606624603,1.373532603539737,-0.4127262099447389,neural,,,,,,,1.762056394414437,10.00804387172684,12.789552769623697,11.875,95,1.3587130825035274,11.275723188649863
amdcvrpbl,heldout,8,dynamic,minimize,2.124871253967285,1.8503697514533997,1.8354159444570541,-12.918500450385958,-13.622251652649423,neural,,,,,,,0.8081523697952713,13.770844611804932,18.069336652290076,9.5,76,1.0952453217469156,16.812240913510323
amdcvrpbp,heldout,8,dynamic,minimize,2.1068787574768066,2.125255450606346,2.0810958445072174,0.8722235707358585,-1.2237492488873347,neural,,,,,,,2.077849328019828,10.72207766911015,14.76854282291606,12.125,97,1.372933853417635,13.24766095355153
amdocvrpl,heldout,8,dynamic,minimize,1.369858741760254,1.3751735538244247,1.3791385889053345,0.38798249061369355,0.6774309541694833,baseline,,,,,,,-0.2883297944381473,10.174278664868325,14.366322145331651,11.625,93,1.338251020759344,12.884598364122212
amdocvrpb,heldout,8,dynamic,minimize,1.5138287544250488,1.3562258929014206,1.3544195145368576,-10.410877786733924,-10.53020293228178,neural,,,,,,,0.133191555626367,11.392035123426467,15.03355598449707,12.25,98,1.437533475458622,13.479719724040478
ocvrpbpltw,heldout,8,dynamic,minimize,15.77900505065918,16.09384536743164,15.923142194747925,1.9953115913307111,0.9134742249336164,neural,,,,,,,1.060673622658012,9.501507810782641,11.887979998718947,10.875,87,1.173671850003302,10.499234830960631
acvrpbpltw,heldout,8,dynamic,minimize,4.268418788909912,4.59997022151947,4.559841215610504,7.767546930282143,6.827409425189435,neural,,,,,,,0.8723753410671119,8.567250210791826,11.833091080654413,12.625,101,1.3372949012555182,10.272950671613216
aocvrpbltw,heldout,8,dynamic,minimize,2.600998878479004,2.5577231347560883,2.533810079097748,-1.6638124714695062,-2.583192170407484,neural,,,,,,,0.9349352685360478,8.037207486107945,11.000069926958531,10.75,86,1.1970361974090338,9.620388553477824
aocvrpbptw,heldout,8,dynamic,minimize,2.934884786605835,2.9795080721378326,2.9585120677948,1.5204442005917398,0.805049700649052,neural,,,,,,,0.7046802302491483,7.218854726757854,9.791287878062576,11.375,91,1.234865091741085,8.363343351520598
mdcvrpbltw,heldout,8,dynamic,minimize,15.870476722717285,17.64888060092926,17.56120204925537,11.205736974909744,10.65327372376881,neural,,,,,,,0.49679384011058836,12.719008567277342,15.143277642782778,10.0,80,1.117813117802143,13.828340264037251
mdcvrpbptw,heldout,8,dynamic,minimize,17.205636978149414,18.214555144309998,18.301050066947937,5.863881514191402,6.366594216707357,baseline,,,,,,,-0.4748670607251114,11.621872691903263,13.423163909930736,10.25,82,1.1276636426337063,12.106193861924112
mdocvrpltw,heldout,8,dynamic,minimize,10.088274002075195,10.406902551651001,10.39656674861908,3.158404990886078,3.055951359771427,neural,,,,,,,0.09931680421358097,11.455816640984267,13.280015975236893,7.875,63,0.8969915630295873,12.182519903872162
mdocvrpbtw,heldout,8,dynamic,minimize,10.750480651855469,11.688179969787598,11.642312169075012,8.72239435890048,8.29573621962306,neural,,,,,,,0.3924289395880938,9.98724172823131,11.40917608095333,8.125,65,0.9295249115675688,10.324669461231679
mdocvrpbpl,heldout,8,dynamic,minimize,8.498504638671875,8.743500232696533,8.66619348526001,2.8828082638188155,1.9731570872489488,neural,,,,,,,0.8841624678802315,9.5681965444237,11.737416110932827,9.5,76,1.0648401691578329,10.480408479459584
amdcvrpltw,heldout,8,dynamic,minimize,3.5656349658966064,3.604468822479248,3.5672790110111237,1.0891147566721409,0.04610806014192774,neural,,,,,,,1.0317695421913586,9.916616134345531,13.248241203837097,12.875,103,1.4467551787383854,11.605512431822717
amdcvrpbtw,heldout,8,dynamic,minimize,3.4882476329803467,3.4999261796474457,3.4896168410778046,0.3347969495250797,0.039252032582561776,neural,,,,,,,0.294558743255539,9.725539608392864,12.735235508996993,12.25,98,1.3934218059293926,11.184913337230682
amdcvrpbpl,heldout,8,dynamic,minimize,2.1754674911499023,2.186227485537529,2.1780184358358383,0.4946060757699101,0.11725960954661763,neural,,,,,,,0.37548927346288075,11.488233191892505,16.446345725096762,12.5,100,1.379990533925593,14.859105149284005
amdocvrptw,heldout,8,dynamic,minimize,2.025437593460083,1.9878845065832138,1.9822642654180527,-1.8540727691696857,-2.1315555799612045,neural,,,,,,,0.2827247330792488,7.880814674310386,10.139730817172676,10.625,85,1.1805253587663174,8.814930061809719
amdocvrpbl,heldout,8,dynamic,minimize,1.5685625076293945,1.3881349116563797,1.3988876044750214,-11.502735472474049,-10.817222924115843,baseline,,,,,,,-0.7746143929058816,11.765727808699012,16.993499517906457,11.25,90,1.2790844812989235,15.567791456822306
amdocvrpbp,heldout,8,dynamic,minimize,1.5084450244903564,1.5327168852090836,1.5322176814079285,1.609064985774182,1.5759710517527052,neural,,,,,,,0.03256986374799362,8.909119858872145,12.575526454951614,13.25,106,1.5298446137458086,10.892560780514032
aocvrpbpltw,heldout,8,dynamic,minimize,2.7788338661193848,2.7613493651151657,2.7240083515644073,-0.6292028183979201,-1.9729684175592954,neural,,,,,,,1.3522741462017431,7.396283612586558,10.353366868570447,11.75,94,1.2580530033446848,8.880337343085557
