name,direction,bootstrap,srr,reference,has_reference,bootstrap_gap_pct,srr_gap_pct,improvement_pct,changed_edges,srr_moves,srr_scope_nodes,srr_revisits,srr_evaluations,asymmetric,time_windows,multi_depot,strict_backhaul,open_route,pickup_delivery,optional,use_pheromone
ocvrpbp,minimize,16.41386604309082,11.415889739990234,11.332929611206055,True,44.83338912526829,0.7320272130001436,30.449720315613344,8,79,100,114,487,False,False,False,True,True,False,False,True
acvrptw,minimize,5.529571056365967,4.302559852600098,4.012589931488037,True,37.80553584540769,7.226502734221024,22.18998890254357,8,78,92,152,434,True,True,False,False,False,False,False,True
acvrpbl,minimize,4.4638671875,2.6152849197387695,2.1917500495910645,True,103.66679988591154,19.3240497577143,41.412125184587616,9,100,83,199,482,True,False,False,False,False,False,False,True
acvrpbp,minimize,4.4284348487854,2.5248923301696777,2.3657898902893066,True,87.18631214726588,6.725129756172678,42.984543831277385,9,120,98,245,1009,True,False,False,True,False,False,False,True
aocvrpl,minimize,3.6137895584106445,2.0793886184692383,1.8884999752044678,True,91.35767041878727,10.107950530637577,42.459609646341455,9,85,99,176,442,True,False,False,False,True,False,False,True
aocvrpb,minimize,3.4707369804382324,2.173065662384033,1.6071399450302124,True,115.95735898238698,35.21321955215182,37.38892705981854,9,101,91,193,544,True,False,False,False,True,False,False,True
mdcvrpl,minimize,34.15428161621094,12.614396095275879,12.089630126953125,True,182.5089043879511,4.340628810080953,63.06642828262973,8,181,100,258,2035,False,False,True,False,False,False,False,True
mdcvrpb,minimize,16.58195686340332,13.948812484741211,9.88378620147705,True,67.76927915463492,41.128229611610536,15.879575615550579,9,18,40,36,392,False,False,True,False,False,False,False,True
mdocvrp,minimize,11.104016304016113,8.12704086303711,7.77411413192749,True,42.83320408704904,4.539767813032037,26.809897963697043,9,56,99,116,1127,False,False,True,False,True,False,False,True
amdcvrp,minimize,3.3750956058502197,2.1867623329162598,1.9274300336837769,True,75.10859262681561,13.454822987106684,35.20887736851552,8,53,76,135,1066,True,False,True,False,False,False,False,True
apdcvrp,minimize,4.803036212921143,3.243489980697632,3.0491409301757812,True,57.5209648523609,6.373895302722084,32.470007784409674,8,68,100,170,33592,True,False,False,False,False,True,False,True
opdcvrp,minimize,38.646854400634766,22.63955307006836,22.051122665405273,True,75.26025766146398,2.6684827507047535,41.419415832983006,8,66,100,120,27343,False,False,False,False,True,True,False,True
aspctsp,minimize,4.3412346839904785,1.7477675676345825,,False,,,59.74031134322302,8,90,95,140,204,True,False,False,False,False,False,True,True
cvrpbltw,minimize,46.77707290649414,23.62470817565918,18.491065429363715,True,152.97121512648152,27.762828301625426,49.49511222541819,8,145,96,211,768,False,True,False,False,False,False,False,True
cvrpbptw,minimize,47.43738555908203,33.32323455810547,28.957300186157227,True,63.818399001710254,15.077145810835422,29.753222768564587,8,115,96,183,591,False,True,False,True,False,False,False,True
ocvrpltw,minimize,20.48570442199707,15.860628128051758,14.80633789869914,True,38.35767197908479,7.1205333591991495,22.577091803487185,10,82,100,151,426,False,True,False,False,True,False,False,True
ocvrpbtw,minimize,19.30362892150879,13.961563110351562,11.315462161252785,True,70.59514358688463,23.38482433496835,27.67389402727747,9,74,91,127,447,False,True,False,False,True,False,False,True
ocvrpbpl,minimize,14.61569881439209,10.547357559204102,10.130979537963867,True,44.267380657740084,4.109948299470343,27.83542071338997,9,68,92,136,530,False,False,False,True,True,False,False,True
acvrpltw,minimize,6.2747087478637695,4.694159030914307,3.934109926223755,True,59.49500307650762,19.319467908719627,25.1892124473118,8,102,92,188,531,True,True,False,False,False,False,False,True
acvrpbtw,minimize,5.564085960388184,4.140286922454834,3.8774900436401367,True,43.4971050284037,6.777499770650268,25.589091327302516,8,77,91,124,445,True,True,False,False,False,False,False,True
acvrpbpl,minimize,4.608817100524902,2.6029951572418213,2.39411997795105,True,92.50568655582784,8.724507594207216,43.521404723451404,9,105,100,216,787,True,False,False,True,False,False,False,True
aocvrptw,minimize,3.520071506500244,2.347583770751953,2.197279930114746,True,60.20132247402903,6.840450257485303,33.30863403152886,9,74,96,135,434,True,True,False,False,True,False,False,True
aocvrpbl,minimize,3.7070980072021484,2.173367977142334,1.85030996799469,True,100.35010735092074,17.459669716732087,41.37279422017126,10,117,98,254,821,True,False,False,False,True,False,False,True
aocvrpbp,minimize,3.5605762004852295,1.8502658605575562,1.684209942817688,True,111.40928514697967,9.85957353167362,48.03465067520799,9,107,98,222,787,True,False,False,True,True,False,False,True
mdcvrptw,minimize,25.823040008544922,17.304250717163086,16.06063461303711,True,60.78468024908086,7.743256316387895,32.98910309771019,10,123,98,202,1617,False,True,True,False,False,False,False,True
mdcvrpbl,minimize,49.61652755737305,16.142160415649414,11.144113540649414,True,345.2263284683089,44.84920991489416,67.46616256652834,8,200,96,333,2622,False,False,True,False,False,False,False,True
mdcvrpbp,minimize,18.640111923217773,12.472128868103027,11.54989242553711,True,61.38775355174742,7.984805473398432,33.089839162564374,10,95,99,132,1572,False,False,True,True,False,False,False,True
mdocvrpl,minimize,11.705099105834961,8.01076602935791,7.678080081939697,True,52.44825504448146,4.332931460310676,31.561741110209272,9,60,97,85,966,False,False,True,False,True,False,False,True
mdocvrpb,minimize,12.465832710266113,10.896217346191406,7.40138578414917,True,68.4256580296487,47.21861100020996,12.591339869193543,8,41,49,73,658,False,False,True,False,True,False,False,True
amdcvrpl,minimize,4.4819207191467285,2.2058212757110596,2.0546700954437256,True,118.13335041403886,7.3564695666966164,50.784018416751344,8,116,99,244,1815,True,False,True,False,False,False,False,True
amdcvrpb,minimize,2.649064540863037,2.274834394454956,2.0909199714660645,True,26.69373180292622,8.795861415008561,14.126879154335773,9,27,53,93,723,True,False,True,False,False,False,False,True
amdocvrp,minimize,3.167039632797241,1.777169108390808,1.6141999959945679,True,96.19871395464301,10.095967835499156,43.885479361016095,9,107,98,245,1762,True,False,True,False,True,False,False,True
aopdcvrp,minimize,4.777169227600098,3.21946120262146,2.8953630924224854,True,64.99378748394376,11.19369487879356,32.60734444949069,9,67,100,107,25767,True,False,False,False,True,True,False,True
cvrpbpltw,minimize,56.909080505371094,27.754661560058594,24.263469696044922,True,134.54634155084418,14.388675270885741,51.22981901378796,9,163,100,220,914,False,True,False,True,False,False,False,True
ocvrpbltw,minimize,19.465042114257812,14.379852294921875,12.158860347542328,True,60.089363294581176,18.266448366836258,26.124730629846017,8,89,94,162,471,False,True,False,False,True,False,False,True
ocvrpbptw,minimize,23.452228546142578,16.456218719482422,15.587929725646973,True,50.45120781854949,5.570265000661665,29.83089565622905,8,95,95,166,568,False,True,False,True,True,False,False,True
acvrpbltw,minimize,6.713021278381348,4.885532379150391,4.355629920959473,True,54.12285708843191,12.165920149482977,27.223046426446057,9,94,94,158,528,True,True,False,False,False,False,False,True
acvrpbptw,minimize,5.624093055725098,4.487542629241943,4.041339874267578,True,39.16407010297212,11.040960890606403,20.20859923941323,10,68,82,119,401,True,True,False,True,False,False,False,True
aocvrpltw,minimize,4.047970294952393,2.786738157272339,2.6610701084136963,True,52.11813781807682,4.722462909237486,31.15714903473339,8,95,96,180,543,True,True,False,False,True,False,False,True
aocvrpbtw,minimize,4.809196472167969,3.4661693572998047,3.206279993057251,True,49.993028761730365,8.105635340809524,27.926226816487958,8,90,92,158,488,True,True,False,False,True,False,False,True
aocvrpbpl,minimize,3.571753740310669,2.1327733993530273,2.011620044708252,True,77.55608220878936,6.022675850913309,40.287781453613874,8,97,100,191,680,True,False,False,True,True,False,False,True
mdcvrpltw,minimize,39.349571228027344,16.606739044189453,15.039703369140625,True,161.63794765239305,10.419325678085958,57.79689962069766,8,198,100,292,2127,False,True,True,False,False,False,False,True
mdcvrpbtw,minimize,30.30990982055664,21.0792293548584,16.96717071533203,True,78.63856225108715,24.235382012220757,30.454331670224416,9,124,99,247,1854,False,True,True,False,False,False,False,True
mdcvrpbpl,minimize,45.218265533447266,13.09381103515625,11.554325103759766,True,291.35358514997375,13.323893153184146,71.04309313794676,10,197,100,269,2600,False,False,True,True,False,False,False,True
mdocvrptw,minimize,15.792774200439453,11.63160228729248,10.90636920928955,True,44.80322367032912,6.649628891943333,26.34858106836722,9,79,91,142,1218,False,True,True,False,True,False,False,True
mdocvrpbl,minimize,12.014026641845703,10.27515983581543,7.207280158996582,True,66.69293237961669,42.56639965617718,14.473638671431587,9,46,49,97,785,False,False,True,False,True,False,False,True
mdocvrpbp,minimize,15.283905982971191,9.533923149108887,9.020671844482422,True,69.43201400591614,5.689723708776745,37.62116071813541,8,81,99,128,1319,False,False,True,True,True,False,False,True
amdcvrptw,minimize,4.503026962280273,3.4717507362365723,3.354909896850586,True,34.22199405437028,3.4826818894799647,22.901844352303776,8,66,88,120,1075,True,True,True,False,False,False,False,True
amdcvrpbl,minimize,3.9264402389526367,2.5470945835113525,2.029139995574951,True,93.50267835217012,25.525818280943223,35.129673992165976,9,80,86,186,1461,True,False,True,False,False,False,False,True
amdcvrpbp,minimize,3.7436881065368652,2.3144190311431885,2.13319993019104,True,75.49635425881516,8.495176583655676,38.178102307668894,8,98,100,183,1791,True,False,True,True,False,False,False,True
amdocvrpl,minimize,3.1179397106170654,1.602540135383606,1.473230004310608,True,111.63971012632837,8.777321307239342,48.602593888306764,8,100,99,182,1470,True,False,True,False,True,False,False,True
amdocvrpb,minimize,3.2034504413604736,2.0724165439605713,1.539430022239685,True,108.09328095991265,34.622328655475684,35.30673934570262,8,95,82,201,1441,True,False,True,False,True,False,False,True
ocvrpbpltw,minimize,20.199501037597656,14.843207359313965,15.567480087280273,True,29.754468445423417,-4.652472486912576,26.516960336366406,9,79,92,133,460,False,True,False,True,True,False,False,True
acvrpbpltw,minimize,6.957699298858643,4.882533550262451,4.274040222167969,True,62.78974780750687,14.236958392165752,29.82545895504002,9,100,94,173,513,True,True,False,True,False,False,False,True
aocvrpbltw,minimize,4.277169227600098,2.8412222862243652,2.726140022277832,True,56.89470066274512,4.221436280091584,33.57236679132839,9,104,93,183,612,True,True,False,False,True,False,False,True
aocvrpbptw,minimize,4.133709907531738,3.0842864513397217,2.9010000228881836,True,42.492584450802276,6.318042985365488,25.386964244393077,9,81,97,137,472,True,True,False,True,True,False,False,True
mdcvrpbltw,minimize,52.020694732666016,20.36530876159668,16.33831787109375,True,218.39688236634575,24.647524440858167,60.85152482823643,10,186,99,280,2224,False,True,True,False,False,False,False,True
mdcvrpbptw,minimize,25.075786590576172,19.716594696044922,16.943025588989258,True,48.00064167330385,16.369975318092656,21.371979200625788,10,63,99,107,1080,False,True,True,True,False,False,False,True
mdocvrpltw,minimize,14.791386604309082,10.26252269744873,9.88421630859375,True,49.64652879408187,3.8273786918854165,30.618251202635633,9,74,97,111,1061,False,True,True,False,True,False,False,True
mdocvrpbtw,minimize,17.388416290283203,12.724108695983887,10.510350227355957,True,65.44088364463123,21.06265177411538,26.82422318647715,9,76,94,127,1171,False,True,True,False,True,False,False,True
mdocvrpbpl,minimize,12.517395973205566,8.62672233581543,8.08454704284668,True,54.831135335913885,6.706316261075805,31.082132783195625,8,80,94,145,1423,False,False,True,True,True,False,False,True
amdcvrpltw,minimize,5.9892897605896,4.376741886138916,3.8935599327087402,True,53.82554433733514,12.40977310689622,26.923858068472224,9,86,93,155,1260,True,True,True,False,False,False,False,True
amdcvrpbtw,minimize,5.251316547393799,3.9272780418395996,3.578700065612793,True,46.7381018558368,9.74035179914186,25.213458255745653,10,99,95,231,1661,True,True,True,False,False,False,False,True
amdcvrpbpl,minimize,4.766524791717529,2.551482677459717,2.392819881439209,True,99.20115294472596,6.630787266991317,46.47079814011967,9,105,100,263,2014,True,False,True,True,False,False,False,True
amdocvrptw,minimize,3.3678359985351562,2.022918224334717,1.9101699590682983,True,76.31080326369738,5.902525308345462,39.93418250726617,9,106,99,208,1535,True,True,True,False,True,False,False,True
amdocvrpbl,minimize,3.244565486907959,1.7070281505584717,1.5236300230026245,True,112.94969499970074,12.036920038791548,47.388081472035445,8,105,98,254,1868,True,False,True,False,True,False,False,True
amdocvrpbp,minimize,3.6071197986602783,1.892188549041748,1.7706600427627563,True,103.71611215849761,6.863457882596767,47.54295242025157,9,117,99,233,1961,True,False,True,True,True,False,False,True
aocvrpbpltw,minimize,4.88510274887085,3.7344179153442383,3.575939893722534,True,36.61031488383,4.431786504574867,23.554977094239877,8,71,90,140,454,True,True,False,True,True,False,False,True
mdcvrpbpltw,minimize,49.97146224975586,20.886249542236328,17.7119197845459,True,182.13464637163293,17.92199714262546,58.20364543697464,8,186,97,335,2421,False,True,True,True,False,False,False,True
mdocvrpbltw,minimize,16.494403839111328,12.010970115661621,10.192261695861816,True,61.83261705111299,17.84401219346853,27.18154452371685,10,81,94,162,1342,False,True,True,False,True,False,False,True
mdocvrpbptw,minimize,16.667926788330078,11.887137413024902,10.998909950256348,True,51.541624249243036,8.075595370683557,28.682567640340302,9,67,90,113,1123,False,True,True,True,True,False,False,True
amdcvrpbltw,minimize,7.279699802398682,5.217450141906738,4.65995979309082,True,56.21808182105068,11.963415427800296,28.328773389974494,8,92,93,179,1415,True,True,True,False,False,False,False,True
amdcvrpbptw,minimize,4.81561279296875,3.4003782272338867,3.1462199687957764,True,53.060270442944834,8.078210073003575,29.38846262310042,9,92,89,171,1322,True,True,True,True,False,False,False,True
amdocvrpltw,minimize,3.3503661155700684,1.8163739442825317,1.8495899438858032,True,81.14102137316365,-1.7958574933364957,45.78580723338429,8,114,94,186,1422,True,True,True,False,True,False,False,True
amdocvrpbtw,minimize,3.538180112838745,2.3792526721954346,2.1618199348449707,True,63.66673541163716,10.057856061266106,32.75490234196931,9,82,91,139,1206,True,True,True,False,True,False,False,True
amdocvrpbpl,minimize,3.54793643951416,1.935049057006836,1.6517200469970703,True,114.80252939743202,17.153573362802938,45.4598725203822,8,99,98,193,1854,True,False,True,True,True,False,False,True
mdocvrpbpltw,minimize,17.14136505126953,12.024918556213379,11.175503730773926,True,53.38337728855519,7.600684907834839,29.848535864868104,8,72,96,114,1083,False,True,True,True,True,False,False,True
amdcvrpbpltw,minimize,6.478507995605469,4.38033390045166,3.870919942855835,True,67.36352317392135,13.160023072448165,32.38668682012975,9,109,94,174,1389,True,True,True,True,False,False,False,True
amdocvrpbltw,minimize,3.266512155532837,1.6216461658477783,1.474560022354126,True,121.52452975890873,9.974917349164954,50.35542227813159,9,113,99,202,1595,True,True,True,False,True,False,False,True
amdocvrpbptw,minimize,3.6304080486297607,2.309591770172119,2.2038800716400146,True,64.72802197118635,4.796617560656976,36.38203366577932,8,88,98,151,1269,True,True,True,True,True,False,False,True
amdocvrpbpltw,minimize,3.6634716987609863,1.976914882659912,1.921470046043396,True,90.65983913226444,2.885542594363394,46.03711874371734,9,112,97,168,1347,True,True,True,True,True,False,False,True
